filename; lemma; threat; res; time
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_8))@k ==> (event(Compromise(pkI_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 98;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_8))@k ==> (event(Compromise(pkI_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 100;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_8))@k ==> (event(Compromise(pkI_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 101;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_8))@k ==> (event(Compromise(pkI_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 102;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 110;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 114;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 118;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique; ; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 122;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 168;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretI;  -D=XorPrecise; RESULT event(AcceptI(cid_2,m,pkI_8,pkR_8,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_8))@k ==> (event(Compromise(pkR_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 526;
lake-edhoc-Sig-DDH.spthy;  --lemma=authIR_unique;  -D=XorPrecise; RESULT event(AcceptI(cid_2,m,pkI_8,pkR_8,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_8,pkR_8,k3,k4,x2,gy2))@j ==> i = j is false. ; 556;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y1,gx1))@i && event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y2,gx2))@j ==> i = j is false. ; 614;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_8))@k ==> (event(Compromise(pkI_8))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 624;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretI;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1833;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1833;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1833;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretR;  -D=LeakShare -D=LeakSessionKey; ; 1835;
lake-edhoc-Sig-DDH.spthy;  --lemma=secretI;  -D=LeakShare -D=LeakSessionKey; ; 1839;
lake-edhoc-Sig-DDH.spthy;  --lemma=authIR_unique;  -D=LeakShare -D=LeakSessionKey; ; 1840;
lake-edhoc-Sig-DDH.spthy;  --lemma=authRI_unique;  -D=LeakShare -D=LeakSessionKey; ; 1841;
lake-edhoc-Sig-DDH.spthy;  --lemma=authIR_unique;  -D=WeakAEAD; RESULT event(AcceptI(cid_2,m,pkI_8,pkR_8,k3,k4,x,gy))@i && event(AcceptI(cid_2,m,pkI_8,pkR_8,k3,k4,x2,gy2))@j ==> i = j is false. ; 75;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 83;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 87;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI; ; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 88;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 89;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj; ; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 94;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=WeakAEAD; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 95;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is true. ; 96;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 100;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 102;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 105;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=NeutralCheck; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 129;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I; ; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 133;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 154;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) is true. ; 596;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=XorPrecise; RESULT event(AcceptR(cid_2,m,pkI_8,pkR_8,k4,y,gx))@i && event(Honest(pkI_8))@k ==> (i > t && event(AcceptI(cid2,m,pkI_8,pkR_8,k3,k4,x,gy))@t && cid_2 ≠ cid2) || event(Compromise(pkI_8))@t || (event(LeakShare(y))@t && (m = method_two || m = method_three)) || event(LeakShare(gx))@t is false. ; 625;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1832;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=LeakShare -D=LeakSessionKey; ; 1837;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=LeakShare -D=LeakSessionKey; ; 1837;
lake-edhoc-Sig-DDH.spthy;  --lemma=authIR_unique;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1841;
lake-edhoc-Sig-DDH.spthy;  --lemma=honestauthRI_non_inj;  -D=LeakShare -D=LeakSessionKey; ; 1843;
lake-edhoc-Sig-DDH.spthy;  --lemma=no_reflection_attacks_RI;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1844;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=WeakAEAD; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 29;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=NeutralCheck; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 32;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI; ; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 33;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=CredCheck; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 34;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 36;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR; ; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 37;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=LeakShare -D=LeakSessionKey; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 38;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=NeutralCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 38;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=XorPrecise; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 45;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=NeutralCheck; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 52;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R; ; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 52;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=CredCheck; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 54;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=NeutralCheck -D=LeakSessionKey; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 55;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=WeakAEAD; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 56;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=CredCheck; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 110;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=WeakAEAD; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is false. ; 110;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretI;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; RESULT event(AcceptI(cid_2,m,pkI_2,pkR_2,k3,k4,x,gy))@i && attacker(k4)@j && event(Honest(pkR_2))@k ==> (event(Compromise(pkR_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(gy))@t || event(LeakShare(x))@t is true. ; 351;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=XorPrecise; RESULT event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkR_8))@j ==> (i > l && event(SendRData(method_2,pkR_8,(TH_2,(suitesI_2,(EAD_1,(EAD_2,(m11,m22)))))))@l) || (i > l && event(Compromise(pkR_8))@l) || (event(LeakShare(x))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 409;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=XorPrecise; RESULT event(AcceptRData(PRK_4x3m_8,method_2,pkI_8,pkR_8,y,gx,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m1_2,(m2_5,m3)))))))))))@i && event(Honest(pkI_8))@j ==> (i > l && event(AcceptIData(PRK_4x3m_8,method_2,pkI_8,pkR_8,x,gy,(TH_2,(TH_3,(TH_4,(suitesI_2,(EAD_1,(EAD_2,(EAD_3,(m11,(m22,m33)))))))))))@l) || (i > l && event(Compromise(pkI_8))@l) || (event(LeakShare(y))@l && (method_2 = method_two || method_2 = method_three)) is true. ; 938;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_R_to_I;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1832;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=LeakShare -D=LeakSessionKey -D=XorPrecise -D=WeakAEAD; ; 1838;
lake-edhoc-Sig-DDH.spthy;  --lemma=data_authentication_I_to_R;  -D=LeakShare -D=LeakSessionKey; ; 1840;
lake-edhoc-KEM-Sig.spthy;  --lemma=secretR;  -D=CredCheck; RESULT event(AcceptR(cid_2,m,pkI_2,pkR_2,k4,y,gx))@i && attacker(k4)@j && event(Honest(pkI_2))@k ==> (event(Compromise(pkI_2))@t && i > t) || event(LeakSessionKey(k4))@t || event(LeakShare(y))@t || event(LeakShare(gx))@t is true. ; 22;
